4.9003e+05,4.8947e+05,4.9187e+05,4.9006e+05,9.81
4.895e+05,4.9143e+05,4.883e+05,4.9036e+05,9.81
4.9161e+05,4.8932e+05,4.8825e+05,4.9339e+05,9.81
4.8971e+05,4.8963e+05,4.8945e+05,4.9198e+05,9.81
4.8706e+05,4.9047e+05,4.8945e+05,4.8901e+05,9.81
4.9011e+05,4.9092e+05,4.8936e+05,4.8896e+05,9.81
4.9068e+05,4.8861e+05,4.9153e+05,4.8866e+05,9.81
4.9171e+05,4.8958e+05,4.909e+05,4.9026e+05,9.81
4.8809e+05,4.8886e+05,4.8923e+05,4.9077e+05,9.81
4.8849e+05,4.8825e+05,4.9165e+05,4.908e+05,9.81
4.887e+05,4.8833e+05,4.908e+05,4.9107e+05,9.81
4.9011e+05,4.8839e+05,4.8816e+05,4.9003e+05,9.81
4.9188e+05,4.9242e+05,4.8982e+05,4.8888e+05,9.81
4.9154e+05,4.8944e+05,4.8956e+05,4.8841e+05,9.81
4.881e+05,4.9002e+05,4.9148e+05,4.9114e+05,9.81
4.8851e+05,4.8909e+05,4.9127e+05,4.8972e+05,9.81
4.9037e+05,4.9008e+05,4.8969e+05,4.8843e+05,9.81
4.9141e+05,4.9222e+05,4.9296e+05,4.9036e+05,9.81
4.9016e+05,4.8942e+05,4.8906e+05,4.907e+05,9.81
4.8914e+05,4.8846e+05,4.9245e+05,4.8863e+05,9.81
