0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.017841,-0.087468,0.065961,-0.092296,0.072631,-0.099763,0.027866,-0.048409,0.073902,-0.073003,-0.072328,-0.10033,-0.012931,-0.049924,-0.055463,0.093351,0.12934,-0.035111,0.19127,0.084754,0.17299,-0.10067,-0.050429,0.093605
-0.17588,-0.074565,-0.20011,0.068481,0.04665,0.015297,0.048447,-0.066747,-0.047535,0.0049225,0.10712,0.054918,-0.0054762,0.11218,-0.0046278,-0.05922,0.090744,0.031524,-0.10997,-0.1093,-0.073167,0.090394,0.060231,0.0055552
-0.15749,-0.075031,0.083566,0.12988,-0.1172,0.081748,0.080491,0.13298,0.077288,0.035716,-0.080754,0.13036,0.073858,-0.092659,0.064375,-0.073906,-0.13232,-0.043659,0.0050238,0.11834,-0.022022,0.012205,0.034874,-0.11681
0.072118,-0.064449,0.091646,0.21633,-0.035328,-0.078207,-0.12081,0.11413,0.056967,0.084363,-0.023323,-0.0902,-0.058887,-0.061893,-0.088569,0.0013396,-0.028253,0.11016,-0.049397,0.08025,-0.1008,0.19221,0.016813,-0.0026186
-0.090614,0.088444,-0.23601,0.042089,0.018345,0.050081,-0.033019,-0.24136,-0.096284,0.2715,0.097848,-0.079943,0.048399,0.046524,-0.24673,-0.031956,-0.20291,0.1162,0.094912,0.14857,0.2044,0.0080027,-0.052773,0.029605
0.13958,-0.18447,-0.11089,-0.079673,0.058667,-0.13698,-0.0044202,0.050178,-0.033445,0.067566,0.063662,0.23867,-0.14092,-0.053559,0.097962,-0.015059,-0.025552,-0.070586,0.11672,0.077249,0.087356,0.019964,-0.17885,0.21276
-0.021534,0.13935,0.092369,-0.034667,0.0094793,-0.14546,-0.086343,0.035781,-0.081169,-0.020285,0.12304,-0.069525,-0.011333,-0.10762,0.073453,0.055464,-0.15022,-0.08622,-0.05549,-0.26481,-0.12682,-0.078727,0.0551,-0.022847
0.014911,0.18214,0.23982,0.085791,-0.12531,-0.019645,0.22339,0.0022945,-0.0064151,-0.098528,0.034239,-0.054365,0.04352,0.11367,0.17657,-0.0016749,0.24609,0.1808,-0.084642,0.16672,0.048733,-0.091847,0.12705,0.09492
0.093273,-0.035189,-0.02967,-0.25151,-0.14741,0.20699,0.035638,0.055537,-0.12696,-0.040672,-0.20204,-0.16021,-0.154,-0.19105,-0.13973,-0.1251,-0.079458,0.1226,0.19994,-0.079197,0.029256,-0.016534,-0.11797,-0.10258
-0.054075,0.16822,-0.080178,0.1284,-0.014038,-0.0068733,0.01471,-0.0073851,-0.13276,-0.099917,0.043502,-0.02806,0.018368,0.067599,0.014832,-0.043473,-0.0083362,0.13618,0.067448,0.080319,0.0905,0.095601,-0.076871,0.24913
0.014459,0.0096597,-0.01747,0.06751,0.0084941,0.087751,-0.059469,0.15896,-0.08526,-0.028858,-0.14839,-0.064682,0.12652,0.047323,-0.095586,0.050604,-0.072019,-0.21103,-0.054139,0.19892,0.021541,-0.19819,0.071173,0.19609
-0.1937,-0.021899,0.22319,-0.056434,0.037089,0.051765,0.040799,0.0078779,-0.064814,0.036616,0.025522,0.017487,0.062326,-0.017014,-0.11925,-0.077029,0.071317,0.10504,-0.063569,-0.13501,-0.1033,0.10312,0.093709,0.080313
-0.09739,-0.0099568,0.010344,-0.22655,0.077476,-0.20587,0.026079,0.0022192,0.02368,0.15572,-0.15742,-0.070216,-0.077899,0.15847,0.13448,0.072315,-0.15913,-0.047057,0.053713,0.036042,-0.066369,0.15414,-0.058962,0.039595
0.0073719,0.084647,-0.10378,-0.18148,-0.20971,0.028552,-0.2179,0.14552,0.11656,0.030795,0.10471,-0.010691,-0.18357,-0.012613,-0.067805,0.1265,0.034814,0.041349,-0.037451,-0.089425,0.028035,-0.043826,0.13925,-0.036738
0.16897,0.16665,-0.02875,-0.048701,-0.16692,-0.097526,-0.02858,-0.0092191,0.032528,0.015379,-0.11934,-0.033034,0.17383,-0.030276,-0.092345,-0.025557,0.033679,-0.038917,-0.042915,-0.034537,0.11948,0.084476,-0.075475,-0.075055
0.014598,-0.048314,0.021125,0.05457,-0.090865,0.10597,-0.16724,-0.0046122,-0.023286,0.1658,-0.03151,0.32528,-0.027518,-0.072157,0.23459,-0.0018623,-0.025805,0.014674,-0.10094,-0.14706,-0.06492,0.0070548,0.1151,0.12215
0.10437,-0.031806,0.032403,0.055794,-0.08746,-0.035746,0.19401,0.013859,0.091665,0.1289,0.058317,0.012699,0.1296,-0.12724,0.12208,-0.21281,-0.12775,-0.043234,-0.0086369,-0.16487,0.078521,-0.0077123,-0.11084,-0.12046
-0.031704,0.11237,-0.055164,0.019238,0.06229,-0.10444,-0.15228,0.07785,0.039001,-0.053959,0.11422,0.032017,-0.041173,-0.044576,-0.050716,-0.11053,0.27596,-0.2296,0.0276,0.00057124,-0.12947,-0.014722,0.039396,0.10369
0.060534,-0.042381,0.064517,-0.17055,0.034756,-0.092228,-0.15781,-0.023706,0.062106,0.10408,0.12436,-0.038164,-0.096744,0.30587,-0.05541,-0.071041,0.047849,-0.10827,-0.06718,-0.1538,-0.020104,-0.11337,0.039149,0.018985
