0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
-1.97626e-323,-1.97626e-323,-5.6154e-318,-5.61453e-318,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
0,0,0,0,9.81
-0,-0,-0,-0,9.81
