4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
4.9e+05,4.9e+05,4.9e+05,4.9e+05,9.81
