0.042	0.042	-5.00526	0.357297	0.367807	0.0336442	-0.451848	-1.22826	-0.249807	0.915042	-0.597678	-5.8066	0.187286	0.579203
0.043	0.043	-3.79276	0.26291	0.266967	0.0267313	-0.359387	-0.98804	-0.204866	0.742769	-0.482829	-4.32861	0.124667	0.441955
0.045	0.045	-1.24808	0.0635264	0.069273	0.014517	-0.179664	-0.530879	-0.101814	0.395826	-0.235504	-1.31744	0.0077111	0.176623
0.041	0.041	-3.73691	0.250558	0.249742	0.0161019	-0.338146	-0.950858	-0.175965	0.731119	-0.466018	1.82661	-0.10414	-0.0938543
0.043	0.043	-4.87038	0.338447	0.342935	0.0210204	-0.414032	-1.1469	-0.21669	0.875112	-0.569286	2.02458	-0.111847	-0.111454
0.039	0.039	-6.16165	0.43771	0.446476	0.0406064	-0.60277	-1.60984	-0.317719	1.24314	-0.823661	-1.05432	0.0132957	0.154722
0.046	0.046	-5.24839	0.366807	0.385269	0.0359617	-0.537745	-1.42803	-0.284431	1.11127	-0.735962	-0.0435023	-0.0237717	0.0582293
0.043	0.043	-3.01629	0.18949	0.209442	0.0235751	-0.379815	-1.02082	-0.189822	0.79998	-0.536061	2.48897	-0.128432	-0.171728
0.037	0.037	-5.78792	0.399156	0.424626	0.0360472	-0.566896	-1.47694	-0.294435	1.16612	-0.777753	-0.696233	-0.00428455	0.104361
0.043	0.043	-7.21569	0.509203	0.535622	0.0378363	-0.664403	-1.714	-0.350889	1.34824	-0.904321	-2.35582	0.0622148	0.256634
0.042	0.042	-7.313	0.516718	0.543785	0.0379956	-0.665567	-1.71732	-0.352294	1.35347	-0.907972	-2.4894	0.0672025	0.26926
0.043	0.043	-6.07995	0.420859	0.440552	0.0292481	-0.575468	-1.48639	-0.298996	1.17638	-0.786761	-1.09556	0.0169592	0.136358
0.043	0.043	-3.50933	0.233596	0.209027	0.0222076	-0.392417	-1.01468	-0.206033	0.836105	-0.542953	1.82743	-0.0934384	-0.13539
0.04	0.04	-5.97272	0.433991	0.401275	0.0394561	-0.547653	-1.43021	-0.300425	1.16491	-0.75691	-0.949334	0.00550015	0.112768
0.043	0.043	-7.0961	0.513859	0.487115	0.0456051	-0.613926	-1.61332	-0.383238	1.48735	-0.971871	-2.21354	0.0568905	0.223624
0.042	0.042	-8.37052	0.613516	0.585083	0.0526507	-0.791826	-2.08008	-0.431058	1.66384	-1.08838	-5.31372	0.174527	0.493283
0.043	0.043	-7.44299	0.541312	0.505474	0.0451475	-0.725662	-1.89728	-0.397717	1.53882	-1.008	-4.22531	0.131271	0.397229
0.041	0.041	-5.18988	0.364304	0.316465	0.0341845	-0.561216	-1.46502	-0.325068	1.23339	-0.788572	-1.60562	0.0323283	0.149111
0.042	0.042	-7.96284	0.578453	0.552578	0.0447588	-0.742742	-1.93205	-0.420918	1.61679	-1.05216	-4.70374	0.138787	0.436008
0.046	0.046	-9.38019	0.69025	0.665322	0.054407	-0.830453	-2.17501	-0.470613	1.80793	-1.18213	-6.2753	0.201136	0.576293
0.043	0.043	-9.47735	0.69758	0.672781	0.0543488	-0.829655	-2.17285	-0.474766	1.82189	-1.19159	-6.32459	0.202915	0.580884
0.044	0.044	-8.23514	0.606506	0.581708	0.0517766	-0.800075	-2.09439	-0.429724	1.65482	-1.09004	-4.85217	0.141922	0.440858
0.047	0.047	-5.6653	0.396619	0.373527	0.0365301	-0.623893	-1.62345	-0.330704	1.30313	-0.856152	-1.84069	0.0301267	0.168358
0.039	0.039	-8.10012	0.566716	0.567924	0.051235	-0.797084	-2.05479	-0.431052	1.63816	-1.06171	-4.53821	0.127989	0.428796
0.04	0.04	-9.19275	0.649875	0.656144	0.0639508	-0.873378	-2.25974	-0.472136	1.78929	-1.16515	-7.27903	0.23741	0.693525
0.042	0.042	-11.893	0.852043	0.874325	0.0894677	-1.05746	-2.7318	-0.569775	2.15634	-1.41648	-8.76832	0.296737	0.837481
0.042	0.042	-11.0277	0.788928	0.800309	0.0851182	-0.99595	-2.56528	-0.534016	2.02161	-1.32772	-7.74567	0.259895	0.742406
0.043	0.043	-8.81895	0.626775	0.623547	0.0700445	-0.843707	-2.14774	-0.449974	1.71142	-1.13366	-5.19011	0.162118	0.496479
0.043	0.043	-11.6323	0.837873	0.855194	0.0809752	-1.02771	-2.64326	-0.554141	2.076	-1.38869	-8.35796	0.289348	0.785974
0.039	0.039	-13.1145	0.950214	0.968521	0.0894021	-1.12227	-2.89887	-0.604058	2.25843	-1.51666	-10.0128	0.3534	0.942758
0.048	0.048	-13.2973	0.964068	0.983821	0.09247	-1.17872	-3.05718	-0.60519	2.26267	-1.51963	-10.13	0.357542	0.953962
0.043	0.043	-12.1338	0.871701	0.894558	0.0863279	-1.04114	-2.70708	-0.554915	2.08584	-1.39914	-8.71893	0.305007	0.816878
0.046	0.046	-9.61505	0.676924	0.698117	0.0780315	-0.933288	-2.42263	-0.50108	1.87167	-1.25285	-5.79463	0.195687	0.562368
0.043	0.043	-12.1337	0.868761	0.883339	0.0933632	-1.02298	-2.64954	-0.597367	2.20701	-1.48361	-8.57965	0.300813	0.817904
0.043	0.043	-13.2543	0.949068	0.959185	0.110763	-1.17958	-3.09497	-0.641956	2.36461	-1.59354	-9.83115	0.342239	0.932735
0.04	0.04	-14.5275	1.04785	1.05965	0.116173	-1.36171	-3.58548	-0.68859	2.54251	-1.71099	-12.9258	0.455657	1.20998
0.041	0.041	-13.7102	0.985767	0.994559	0.11169	-1.29255	-3.41129	-0.652588	2.42131	-1.62939	-11.8223	0.412521	1.10182
0.045	0.045	-11.2715	0.79456	0.815117	0.101019	-1.12943	-2.99054	-0.582615	2.11759	-1.40905	-9.1877	0.31602	0.875116
0.044	0.044	-8.1022	0.562998	0.564844	0.113649	-1.30986	-3.45603	-0.674462	2.49233	-1.67173	-12.2626	0.434421	1.1765
0.047	0.047	-9.58937	0.678229	0.67515	0.125403	-1.44797	-3.82043	-0.728698	2.68549	-1.80399	-13.8232	0.493435	1.32721
0.043	0.043	-8.96546	0.629975	0.627651	0.12016	-1.3551	-3.57326	-0.705001	2.59723	-1.74229	-12.9653	0.46134	1.24449
0.043	0.043	-8.55347	0.598824	0.595583	0.11799	-1.32145	-3.48426	-0.684727	2.53641	-1.69499	-13.416	0.478044	1.28478
0.042	0.042	-11.3305	0.801002	0.806115	0.0913397	-1.14379	-2.99035	-0.79717	2.91448	-1.94106	-16.5816	0.591941	1.58125
0.043	0.043	-13.6716	0.999582	1.00159	0.0987486	-1.22124	-3.18567	-0.8822	3.22272	-2.14452	-19.2702	0.701425	1.83149
0.044	0.044	-14.6906	1.07891	1.09041	0.103066	-1.2823	-3.35035	-0.921563	3.35414	-2.23785	-20.4316	0.747528	1.94133
0.042	0.042	-17.3411	1.27928	1.29254	0.0845993	-1.12226	-2.92408	-0.845424	3.04197	-2.03075	-23.4371	0.856118	2.22681
0.044	0.044	-16.3068	1.19618	1.21013	0.077829	-1.04854	-2.72172	-0.805017	2.88989	-1.92863	-22.2541	0.811283	2.11024
0.044	0.044	-13.9479	1.01412	1.01865	0.0596262	-0.892985	-2.25176	-0.715726	2.55546	-1.70622	-19.5389	0.711598	1.85866
0.046	0.046	-16.6072	1.21678	1.22836	0.0780411	-1.06039	-2.69874	-0.816171	2.90616	-1.93265	-22.5301	0.833614	2.12883
0.04	0.04	-1.98005	0.149487	0.165223	0.00514848	-0.131286	-0.341087	-0.0647026	0.25881	-0.170815	-2.29329	0.0855804	0.212614
0.046	0.046	-0.229494	-5.77E-05	0.0127455	-0.00370837	-0.0161471	-0.00747851	-0.00557719	0.00752739	0.00360504	-0.278705	0.000786644	0.0254827
0.042	0.042	-0.346114	0.00942917	0.0217697	-0.00345409	-0.0212838	-0.0201421	-0.00890993	0.018581	-0.00461571	0.418995	-0.0253541	-0.0337941
0.043	0.043	0.869077	-0.0865282	-0.0806386	-0.00927886	0.0652558	0.210353	0.0369441	-0.147327	0.117106	1.93142	-0.0807832	-0.163129
0.043	0.043	3.42761	-0.287495	-0.283295	-0.0264454	0.238638	0.691017	0.1263	-0.511625	0.355962	3.72732	-0.150753	-0.343885
0.042	0.042	0.955861	-0.0954671	-0.0945489	-0.0135465	0.0661155	0.241168	0.0186437	-0.185442	0.129401	0.873399	-0.0498322	-0.0791734
0.043	0.043	-0.184376	-0.00746485	0.000281046	-0.0106351	-0.00885459	0.0497396	-0.0258484	-0.0366487	0.0272879	1.05805	-0.0567946	-0.0950595
0.045	0.045	-1.47797	0.0936241	0.0953732	-0.00160806	-0.185784	-0.432303	-0.12701	0.328255	-0.232842	-2.02623	0.0529309	0.178256
0.043	0.043	-0.569928	0.021029	0.0233831	-0.00799669	-0.119981	-0.263005	-0.0912835	0.194281	-0.147354	-0.837255	0.0084773	0.0768271
0.043	0.043	1.67531	-0.157519	-0.16558	-0.0232306	0.0277878	0.143741	0.00924175	-0.119479	0.0582662	1.82917	-0.097001	-0.160499
0.042	0.042	-1.11036	0.052512	0.049978	-0.0160086	-0.1654	-0.350965	-0.0955082	0.248952	-0.189161	-1.73123	0.0418962	0.179799
0.042	0.042	-2.54654	0.167637	0.16894	-0.012324	-0.254752	-0.595071	-0.149884	0.435119	-0.316344	-3.40185	0.0984615	0.335841
0.042	0.042	-2.66144	0.176051	0.17789	-0.0121035	-0.258428	-0.604996	-0.151934	0.442787	-0.321507	-3.55901	0.104429	0.349886
0.043	0.043	-1.44029	0.0776106	0.0827037	-0.0214686	-0.171588	-0.379382	-0.102109	0.270511	-0.195678	-2.18898	0.0559248	0.233796
0.043	0.043	1.08869	-0.123423	-0.12002	-0.0232007	-0.000104211	0.0744443	-0.0089592	-0.0796625	0.0475461	0.676041	-0.0581393	-0.0262037
0.044	0.044	-1.40071	0.068574	0.0834651	-0.00562865	-0.15985	-0.374442	-0.0910822	0.25205	-0.171449	-0.79371	-0.00542675	0.098601
0.043	0.043	-2.53622	0.155745	0.172152	0.00509942	-0.232801	-0.566117	-0.133441	0.403226	-0.268581	-1.974	0.0411278	0.204033
0.039	0.039	-3.8233	0.256726	0.273989	0.0230365	-0.412172	-1.054	-0.223828	0.775621	-0.509011	-5.01482	0.143738	0.496078
0.045	0.045	-2.91212	0.185891	0.203759	0.0171269	-0.347823	-0.88	-0.188578	0.645068	-0.423499	-3.77156	0.0990544	0.387654
0.039	0.039	-0.672063	0.0177004	0.0117539	0.0125086	-0.187722	-0.488986	-0.0936788	0.331748	-0.208091	-1.1201	0.00182363	0.148436
0.041	0.041	-3.44058	0.235056	0.236477	0.0214582	-0.361345	-0.977635	-0.195829	0.709339	-0.454346	-4.1935	0.121892	0.438751
0.044	0.044	-4.89078	0.348233	0.358286	0.0332306	-0.449185	-1.22123	-0.246582	0.903892	-0.590627	-5.76053	0.185593	0.575252
0.042	0.042	-5.00526	0.357297	0.367807	0.0336442	-0.451848	-1.22826	-0.249807	0.915042	-0.597678	-5.8066	0.187286	0.579203
0.043	0.043	-3.79276	0.26291	0.266967	0.0267313	-0.359387	-0.98804	-0.204866	0.742769	-0.482829	-4.32861	0.124667	0.441955
0.045	0.045	-1.24808	0.0635264	0.069273	0.014517	-0.179664	-0.530879	-0.101814	0.395826	-0.235504	-1.31744	0.0077111	0.176623
0.041	0.041	-3.73691	0.250558	0.249742	0.0161019	-0.338146	-0.950858	-0.175965	0.731119	-0.466018	1.82661	-0.10414	-0.0938543
0.043	0.043	-4.87038	0.338447	0.342935	0.0210204	-0.414032	-1.1469	-0.21669	0.875112	-0.569286	2.02458	-0.111847	-0.111454
0.039	0.039	-6.16165	0.43771	0.446476	0.0406064	-0.60277	-1.60984	-0.317719	1.24314	-0.823661	-1.05432	0.0132957	0.154722
0.046	0.046	-5.24839	0.366807	0.385269	0.0359617	-0.537745	-1.42803	-0.284431	1.11127	-0.735962	-0.0435023	-0.0237717	0.0582293
0.043	0.043	-3.01629	0.18949	0.209442	0.0235751	-0.379815	-1.02082	-0.189822	0.79998	-0.536061	2.48897	-0.128432	-0.171728
0.037	0.037	-5.78792	0.399156	0.424626	0.0360472	-0.566896	-1.47694	-0.294435	1.16612	-0.777753	-0.696233	-0.00428455	0.104361
0.043	0.043	-7.21569	0.509203	0.535622	0.0378363	-0.664403	-1.714	-0.350889	1.34824	-0.904321	-2.35582	0.0622148	0.256634
0.042	0.042	-7.313	0.516718	0.543785	0.0379956	-0.665567	-1.71732	-0.352294	1.35347	-0.907972	-2.4894	0.0672025	0.26926
0.043	0.043	-6.07995	0.420859	0.440552	0.0292481	-0.575468	-1.48639	-0.298996	1.17638	-0.786761	-1.09556	0.0169592	0.136358
0.043	0.043	-3.50933	0.233596	0.209027	0.0222076	-0.392417	-1.01468	-0.206033	0.836105	-0.542953	1.82743	-0.0934384	-0.13539
0.04	0.04	-5.97272	0.433991	0.401275	0.0394561	-0.547653	-1.43021	-0.300425	1.16491	-0.75691	-0.949334	0.00550015	0.112768
0.043	0.043	-7.0961	0.513859	0.487115	0.0456051	-0.613926	-1.61332	-0.383238	1.48735	-0.971871	-2.21354	0.0568905	0.223624
0.042	0.042	-8.37052	0.613516	0.585083	0.0526507	-0.791826	-2.08008	-0.431058	1.66384	-1.08838	-5.31372	0.174527	0.493283
0.043	0.043	-7.44299	0.541312	0.505474	0.0451475	-0.725662	-1.89728	-0.397717	1.53882	-1.008	-4.22531	0.131271	0.397229
0.041	0.041	-5.18988	0.364304	0.316465	0.0341845	-0.561216	-1.46502	-0.325068	1.23339	-0.788572	-1.60562	0.0323283	0.149111
0.042	0.042	-7.96284	0.578453	0.552578	0.0447588	-0.742742	-1.93205	-0.420918	1.61679	-1.05216	-4.70374	0.138787	0.436008
0.046	0.046	-9.38019	0.69025	0.665322	0.054407	-0.830453	-2.17501	-0.470613	1.80793	-1.18213	-6.2753	0.201136	0.576293
0.043	0.043	-9.47735	0.69758	0.672781	0.0543488	-0.829655	-2.17285	-0.474766	1.82189	-1.19159	-6.32459	0.202915	0.580884
0.044	0.044	-8.23514	0.606506	0.581708	0.0517766	-0.800075	-2.09439	-0.429724	1.65482	-1.09004	-4.85217	0.141922	0.440858
0.047	0.047	-5.6653	0.396619	0.373527	0.0365301	-0.623893	-1.62345	-0.330704	1.30313	-0.856152	-1.84069	0.0301267	0.168358
0.039	0.039	-8.10012	0.566716	0.567924	0.051235	-0.797084	-2.05479	-0.431052	1.63816	-1.06171	-4.53821	0.127989	0.428796
0.04	0.04	-9.19275	0.649875	0.656144	0.0639508	-0.873378	-2.25974	-0.472136	1.78929	-1.16515	-7.27903	0.23741	0.693525
0.042	0.042	-11.893	0.852043	0.874325	0.0894677	-1.05746	-2.7318	-0.569775	2.15634	-1.41648	-8.76832	0.296737	0.837481
0.042	0.042	-11.0277	0.788928	0.800309	0.0851182	-0.99595	-2.56528	-0.534016	2.02161	-1.32772	-7.74567	0.259895	0.742406
0.043	0.043	-8.81895	0.626775	0.623547	0.0700445	-0.843707	-2.14774	-0.449974	1.71142	-1.13366	-5.19011	0.162118	0.496479
0.043	0.043	-11.6323	0.837873	0.855194	0.0809752	-1.02771	-2.64326	-0.554141	2.076	-1.38869	-8.35796	0.289348	0.785974
0.039	0.039	-13.1145	0.950214	0.968521	0.0894021	-1.12227	-2.89887	-0.604058	2.25843	-1.51666	-10.0128	0.3534	0.942758
0.048	0.048	-13.2973	0.964068	0.983821	0.09247	-1.17872	-3.05718	-0.60519	2.26267	-1.51963	-10.13	0.357542	0.953962
0.043	0.043	-12.1338	0.871701	0.894558	0.0863279	-1.04114	-2.70708	-0.554915	2.08584	-1.39914	-8.71893	0.305007	0.816878
0.046	0.046	-9.61505	0.676924	0.698117	0.0780315	-0.933288	-2.42263	-0.50108	1.87167	-1.25285	-5.79463	0.195687	0.562368
0.043	0.043	-12.1337	0.868761	0.883339	0.0933632	-1.02298	-2.64954	-0.597367	2.20701	-1.48361	-8.57965	0.300813	0.817904
0.043	0.043	-13.2543	0.949068	0.959185	0.110763	-1.17958	-3.09497	-0.641956	2.36461	-1.59354	-9.83115	0.342239	0.932735
0.04	0.04	-14.5275	1.04785	1.05965	0.116173	-1.36171	-3.58548	-0.68859	2.54251	-1.71099	-12.9258	0.455657	1.20998
0.041	0.041	-13.7102	0.985767	0.994559	0.11169	-1.29255	-3.41129	-0.652588	2.42131	-1.62939	-11.8223	0.412521	1.10182
0.045	0.045	-11.2715	0.79456	0.815117	0.101019	-1.12943	-2.99054	-0.582615	2.11759	-1.40905	-9.1877	0.31602	0.875116
0.044	0.044	-8.1022	0.562998	0.564844	0.113649	-1.30986	-3.45603	-0.674462	2.49233	-1.67173	-12.2626	0.434421	1.1765
0.047	0.047	-9.58937	0.678229	0.67515	0.125403	-1.44797	-3.82043	-0.728698	2.68549	-1.80399	-13.8232	0.493435	1.32721
0.043	0.043	-8.96546	0.629975	0.627651	0.12016	-1.3551	-3.57326	-0.705001	2.59723	-1.74229	-12.9653	0.46134	1.24449
0.043	0.043	-8.55347	0.598824	0.595583	0.11799	-1.32145	-3.48426	-0.684727	2.53641	-1.69499	-13.416	0.478044	1.28478
0.042	0.042	-11.3305	0.801002	0.806115	0.0913397	-1.14379	-2.99035	-0.79717	2.91448	-1.94106	-16.5816	0.591941	1.58125
0.043	0.043	-13.6716	0.999582	1.00159	0.0987486	-1.22124	-3.18567	-0.8822	3.22272	-2.14452	-19.2702	0.701425	1.83149
0.044	0.044	-14.6906	1.07891	1.09041	0.103066	-1.2823	-3.35035	-0.921563	3.35414	-2.23785	-20.4316	0.747528	1.94133
0.042	0.042	-17.3411	1.27928	1.29254	0.0845993	-1.12226	-2.92408	-0.845424	3.04197	-2.03075	-23.4371	0.856118	2.22681
0.044	0.044	-16.3068	1.19618	1.21013	0.077829	-1.04854	-2.72172	-0.805017	2.88989	-1.92863	-22.2541	0.811283	2.11024
0.044	0.044	-13.9479	1.01412	1.01865	0.0596262	-0.892985	-2.25176	-0.715726	2.55546	-1.70622	-19.5389	0.711598	1.85866
0.046	0.046	-16.6072	1.21678	1.22836	0.0780411	-1.06039	-2.69874	-0.816171	2.90616	-1.93265	-22.5301	0.833614	2.12883
