1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2063,1.2492,-0.0066853,-0.15552,0.00050223,0.068997,0.25733,0.17257,-0.040078,-0.11979,0.14569,0.081745,0.32793,0.15264
1.1248,1.1928,0.034146,0.036327,-0.031921,-0.054883,0.064484,0.01873,-0.0036206,0.050142,0.30992,0.28437,0.45129,0.41362
1.0972,1.1343,0.13504,0.075307,-0.053641,-0.018413,0.053509,-0.037849,0.11253,0.035173,0.71396,0.54663,0.53014,0.77038
1.1607,1.1569,-0.072197,-0.1193,-0.11072,-0.033776,-0.065149,0.146,-0.071562,0.0026082,0.71389,0.90995,0.89563,0.69517
1.2425,1.2292,-0.048573,-0.035357,0.12912,0.053527,0.00082747,-0.10067,-0.16973,0.18162,0.91293,0.91349,0.81427,0.98872
1.4149,1.3762,-0.018088,-0.10206,0.0045718,-0.13503,0.026409,0.061873,0.067018,0.089923,1.1522,1.1873,1.098,1.0609
1.4397,1.5754,0.15934,0.015001,-0.011525,0.071354,-0.034269,-0.072239,-0.22239,-0.020893,1.2821,1.418,1.3362,1.3709
1.5489,1.6366,0.074312,-0.013167,-0.13187,0.30071,0.024676,0.1517,0.26927,0.12445,1.4188,1.2252,1.2766,1.3833
1.8806,1.832,-0.10748,0.24079,0.12942,0.17015,0.049086,-0.040774,0.1191,-0.13801,1.6352,1.5171,1.5924,1.656
1.8077,2.0836,-0.003099,0.10755,-0.075026,-0.040781,0.053204,-0.0019126,0.14391,-0.087015,1.8934,1.7113,1.7301,1.6995
2.1702,2.1897,-0.15049,0.1085,0.057205,0.019193,0.061833,0.086577,0.035852,-0.25292,1.8853,1.8794,1.9396,1.8659
2.3857,2.3749,0.060624,-0.083196,0.030951,0.25553,-0.087966,0.0074854,0.041819,0.044743,2.1314,2.0228,1.9688,2.0373
2.708,2.6058,0.016131,0.073409,0.094168,0.26037,-0.09832,0.01147,0.044901,-0.11811,2.0361,2.2042,2.1155,2.1875
3.0459,3.0187,-0.020051,0.077232,0.172,-0.097211,0.09856,0.19089,0.10317,0.12658,2.328,2.1965,2.2536,2.4863
3.0084,3.0661,0.1082,-0.0567,-0.0095499,-0.1478,0.012211,-0.038312,-0.044895,0.014455,2.4673,2.4644,2.7654,2.5693
3.1726,3.4611,-0.010816,-0.024368,0.018021,-0.13083,-0.092731,0.018474,-0.032342,-0.20696,2.5203,2.6246,2.7058,2.6069
3.6691,3.7414,0.26449,0.065719,0.097214,-0.030339,0.12095,-0.11364,-0.033345,-0.086597,2.6718,2.929,2.7074,2.6851
3.8088,3.8214,-0.012797,-0.0054686,-0.059253,-0.0085599,-0.065493,0.017864,0.15657,0.087059,2.8135,2.8696,2.8387,2.8117
4.2152,4.2626,0.17693,-0.010997,-0.05786,-0.14432,0.085761,-0.051407,0.14365,0.0072891,2.9649,2.9216,2.9265,2.8511
